,loss,f1_metric,val_loss,val_f1_metric
0,1.4267749786376953,0.20031745731830597,1.147410273551941,0.3573526442050934
1,1.072803258895874,0.4786122739315033,1.0138030052185059,0.5269829630851746
2,0.9378181099891663,0.5948585867881775,0.9462640881538391,0.5966373682022095
3,0.7963961362838745,0.6638646721839905,0.9238736033439636,0.5991089344024658
4,0.6404221057891846,0.7483604550361633,0.8971911072731018,0.669326901435852
5,0.4682413637638092,0.8243411779403687,1.066033124923706,0.6374430060386658
6,0.3722083270549774,0.866521954536438,1.0669158697128296,0.6646303534507751
7,0.21452564001083374,0.9257851243019104,1.250818133354187,0.6576321721076965
8,0.17097409069538116,0.9451633095741272,1.3842614889144897,0.6488080620765686
9,0.14813657104969025,0.9570361375808716,1.4061158895492554,0.6515195965766907
