,loss,f1_metric,accuracy,val_loss,val_f1_metric,val_accuracy
0,1.2262762784957886,0.640143632888794,0.6432432532310486,0.7362478375434875,0.7658020257949829,0.7578215599060059
1,0.7786999344825745,0.7291691303253174,0.7293436527252197,0.613121509552002,0.7824527621269226,0.8041715025901794
2,0.673536479473114,0.7556862235069275,0.7579150795936584,0.5479043126106262,0.7928320169448853,0.805330216884613
3,0.6540417671203613,0.7585879564285278,0.7625482678413391,0.5551014542579651,0.8050153255462646,0.8099652528762817
4,0.6121020913124084,0.7745103240013123,0.7741312980651855,0.5670084953308105,0.8046073317527771,0.8018540143966675
5,0.5632942914962769,0.784123420715332,0.7880308628082275,0.5219412446022034,0.8152185082435608,0.8099652528762817
6,0.5439929962158203,0.798757791519165,0.800000011920929,0.5222577452659607,0.811213493347168,0.8041715025901794
7,0.5318247079849243,0.8008121848106384,0.799227774143219,0.5148646831512451,0.8065941333770752,0.8146002292633057
8,0.4990309178829193,0.8173354268074036,0.8173745274543762,0.5123268961906433,0.8072156310081482,0.8169177174568176
9,0.520451009273529,0.805365264415741,0.8092663884162903,0.5085515975952148,0.8055645227432251,0.8261877298355103
10,0.4951235353946686,0.8170453310012817,0.8169884085655212,0.5166280269622803,0.8211418390274048,0.8227114677429199
11,0.495697945356369,0.8147264719009399,0.8166022896766663,0.5107625126838684,0.8269134163856506,0.8192352056503296
12,0.4706821143627167,0.8318310379981995,0.8335907459259033,0.5234522819519043,0.8261146545410156,0.8238702416419983
13,0.45600610971450806,0.837932288646698,0.8397683501243591,0.5170309543609619,0.8273701071739197,0.820393979549408
14,0.4367903769016266,0.8377062678337097,0.8424710631370544,0.541533887386322,0.8186072707176208,0.8192352056503296
15,0.44138476252555847,0.8386857509613037,0.8370656371116638,0.5157628059387207,0.8161112070083618,0.8215526938438416
16,0.45174670219421387,0.8334663510322571,0.8339768052101135,0.516417920589447,0.8229171633720398,0.8296639919281006
17,0.4276222884654999,0.8421614170074463,0.8424710631370544,0.5273227691650391,0.8137781620025635,0.8169177174568176
18,0.3893938958644867,0.8557471036911011,0.8559845685958862,0.515042781829834,0.8271472454071045,0.8354576826095581
