,loss,f1_metric,val_loss,val_f1_metric
0,1.3443081378936768,0.2202514261007309,1.2935012578964233,0.2587985694408417
1,1.1227102279663086,0.43319839239120483,1.0031585693359375,0.5252176523208618
2,1.0566339492797852,0.5000379085540771,0.9897135496139526,0.5570558309555054
3,0.9834316968917847,0.5503618717193604,0.8942972421646118,0.6180873513221741
4,0.9280937314033508,0.5987721681594849,0.7886667251586914,0.6870586276054382
5,0.9103491306304932,0.6065301299095154,0.8169179558753967,0.6696375608444214
6,0.8767716884613037,0.621878981590271,0.7645578384399414,0.697594404220581
7,0.8506254553794861,0.6527552604675293,0.7777325510978699,0.7028092741966248
8,0.8123517036437988,0.6557050943374634,0.7322362065315247,0.7172040343284607
9,0.7877832651138306,0.6729028820991516,0.740624725818634,0.7172553539276123
10,0.791581928730011,0.6736162304878235,0.6973952054977417,0.7164122462272644
11,0.7690392732620239,0.6837306022644043,0.7415626645088196,0.7024727463722229
12,0.746484637260437,0.6865212321281433,0.7655264735221863,0.6998063921928406
13,0.7445177435874939,0.7003737092018127,0.679410457611084,0.7406759262084961
14,0.7343072891235352,0.7050184011459351,0.8062024712562561,0.6784513592720032
15,0.7175073027610779,0.7012842297554016,0.690483808517456,0.7265821099281311
16,0.6935171484947205,0.7209616899490356,0.7283724546432495,0.7306471467018127
17,0.6863681674003601,0.7211238741874695,0.667269766330719,0.7392246723175049
18,0.6599351763725281,0.726571798324585,0.7358774542808533,0.7106336951255798
