,loss,f1_metric,accuracy,val_loss,val_f1_metric,val_accuracy
0,1.1882076263427734,0.6044881939888,0.6050193309783936,0.6902689933776855,0.7322498559951782,0.7288528680801392
1,0.865746021270752,0.678266167640686,0.6810810565948486,0.6216097474098206,0.7619704604148865,0.7624565362930298
2,0.8346162438392639,0.6940076351165771,0.7027027010917664,0.5943717956542969,0.7582685351371765,0.7670915126800537
3,0.7351009249687195,0.7201356887817383,0.7208493947982788,0.6382966637611389,0.7552945613861084,0.7543452978134155
4,0.7320475578308105,0.7312633395195007,0.7320463061332703,0.6006582975387573,0.7801549434661865,0.7740440368652344
5,0.7218949794769287,0.7248005270957947,0.7339768409729004,0.5675463080406189,0.7917095422744751,0.785631537437439
6,0.7177037596702576,0.7276180982589722,0.7297297120094299,0.5935296416282654,0.7688375115394592,0.7636153101921082
7,0.701945424079895,0.7419325113296509,0.7447876334190369,0.633789598941803,0.7597410678863525,0.7624565362930298
8,0.6815277934074402,0.7453190684318542,0.7478764653205872,0.5849434733390808,0.765443742275238,0.7647740244865417
9,0.6651098728179932,0.7404935359954834,0.7498069405555725,0.5871546864509583,0.7701749801635742,0.7624565362930298
10,0.6839972138404846,0.7372788190841675,0.738996148109436,0.5461150407791138,0.7752935886383057,0.7879490256309509
