,loss,f1_metric,val_loss,val_f1_metric
0,53.900245666503906,0.43745318055152893,21.681928634643555,0.21931816637516022
1,11.460780143737793,0.48066240549087524,6.807895183563232,1.1287880852250964e-08
2,4.774930000305176,0.4949430823326111,4.0244364738464355,1.1287880852250964e-08
3,3.145102024078369,0.5291956663131714,3.2897417545318604,1.1287880852250964e-08
4,2.4473471641540527,0.5815030336380005,2.8468892574310303,1.1287880852250964e-08
5,2.0956032276153564,0.6187940835952759,2.660999298095703,0.27315112948417664
6,2.0129003524780273,0.6492117047309875,2.879500150680542,0.2361648976802826
7,1.6796081066131592,0.6910039782524109,2.368166208267212,0.3035561740398407
8,1.5297996997833252,0.7244162559509277,2.382927417755127,0.36287444829940796
9,1.4333473443984985,0.7620362639427185,2.130169630050659,0.4925094544887543
10,1.2581039667129517,0.8141165971755981,2.0283706188201904,0.5427442789077759
11,1.105945348739624,0.8485768437385559,1.9340336322784424,0.5859529376029968
12,0.9659736752510071,0.8900935053825378,2.7938356399536133,0.5012010931968689
13,0.910139262676239,0.9031788110733032,2.2917304039001465,0.5769485235214233
14,0.8362808227539062,0.9215840697288513,2.2489497661590576,0.6041557788848877
15,0.7427594065666199,0.9485889077186584,1.909096360206604,0.6217501163482666
16,0.6994251608848572,0.9548212885856628,1.816498041152954,0.5945743322372437
17,0.7328006029129028,0.9417572021484375,2.0656332969665527,0.5654929280281067
18,0.683224081993103,0.9610069394111633,1.8599858283996582,0.6072031855583191
19,0.6595576405525208,0.9641746282577515,2.000661611557007,0.5897871851921082
20,0.642632782459259,0.967280924320221,2.126382350921631,0.5715208053588867
