,loss,f1_metric,val_loss,val_f1_metric
0,1.3750052452087402,0.1934490203857422,1.1247351169586182,0.3250479996204376
1,1.1338905096054077,0.40535637736320496,1.0297009944915771,0.47807440161705017
2,1.0842965841293335,0.46258488297462463,0.9133756160736084,0.5768044590950012
3,0.9958560466766357,0.5510820150375366,0.9451160430908203,0.6023627519607544
4,0.9771934747695923,0.5669761896133423,0.8560179471969604,0.635850191116333
5,0.9110279679298401,0.6022956371307373,0.8286204934120178,0.6633635759353638
6,0.8783318400382996,0.6320784687995911,0.8319774866104126,0.6595658659934998
7,0.8555555939674377,0.6287663578987122,0.7367644309997559,0.703951895236969
8,0.8148523569107056,0.6555455327033997,0.7471315860748291,0.7112329006195068
9,0.8387334942817688,0.653663694858551,0.8639605045318604,0.6690030097961426
10,0.8164036870002747,0.6555894613265991,0.8597338795661926,0.6584773659706116
11,0.7912044525146484,0.6672245860099792,0.8971911668777466,0.6605788469314575
12,0.7730410099029541,0.6872279644012451,0.7542026042938232,0.7107381224632263
13,0.7471189498901367,0.6966463923454285,0.6917837858200073,0.7248076796531677
14,0.7492298483848572,0.70065838098526,0.7190790772438049,0.7110970616340637
15,0.7387262582778931,0.701229453086853,0.6977018713951111,0.7233749032020569
16,0.6988791227340698,0.7107741236686707,0.7039911150932312,0.7332358360290527
17,0.7082860469818115,0.7208062410354614,0.7611736059188843,0.7194790244102478
18,0.6851279139518738,0.7240997552871704,0.992181658744812,0.6792466044425964
19,0.7169080376625061,0.7180575132369995,0.712306559085846,0.7473371028900146
20,0.669273316860199,0.7301347851753235,0.6932381391525269,0.7463139891624451
21,0.6843671798706055,0.7245698571205139,0.6345661282539368,0.7576338648796082
22,0.668185293674469,0.7322873473167419,0.6794257760047913,0.7283424139022827
23,0.6693239212036133,0.7415887117385864,0.63509202003479,0.7620415687561035
24,0.6247312426567078,0.7566331028938293,0.6227056980133057,0.7726314663887024
25,0.6272817850112915,0.7534778118133545,0.7423477172851562,0.7112236618995667
26,0.6540749669075012,0.746742844581604,0.6384696960449219,0.7624726891517639
27,0.6174597144126892,0.7637994885444641,0.6144594550132751,0.7819880843162537
28,0.6145729422569275,0.7571771740913391,0.6681602597236633,0.7443234324455261
29,0.617842972278595,0.7512674927711487,0.6185124516487122,0.7804190516471863
30,0.5889650583267212,0.7651455998420715,0.6612727046012878,0.7500413060188293
31,0.5742045044898987,0.7753158807754517,0.653262197971344,0.7673248648643494
32,0.5811383128166199,0.7731194496154785,0.6220517158508301,0.7688385844230652
