,loss,f1_metric,val_loss,val_f1_metric
0,1.935328722000122,0.41309410333633423,3.880169153213501,0.21931815147399902
1,1.4014639854431152,0.49061986804008484,2.558363437652588,0.24447248876094818
2,1.2805296182632446,0.5251894593238831,1.5818005800247192,0.3516395390033722
3,1.136826515197754,0.5586153268814087,1.702876091003418,0.3918299674987793
4,1.0873255729675293,0.5719699859619141,1.2023237943649292,0.5449771285057068
5,1.0527654886245728,0.5717137455940247,1.0026957988739014,0.5708079934120178
6,0.9656538367271423,0.6219199299812317,1.281523585319519,0.5455125570297241
7,0.9509292244911194,0.6281119585037231,0.8662273287773132,0.6768822073936462
8,0.9126240611076355,0.6428336501121521,0.801436185836792,0.6981162428855896
9,0.8891561031341553,0.6503575444221497,0.8982254862785339,0.671804666519165
10,0.8877891898155212,0.6450257897377014,0.8427700996398926,0.670342206954956
11,0.8385692238807678,0.6756776571273804,0.814406156539917,0.6776976585388184
12,0.7788495421409607,0.7028833627700806,1.0128792524337769,0.6703084707260132
13,0.8154081106185913,0.6769505739212036,0.7786791920661926,0.7032193541526794
14,0.7756526470184326,0.691495954990387,1.0204981565475464,0.6525861620903015
15,0.7566333413124084,0.6968216896057129,0.7819951772689819,0.6977819800376892
16,0.7595874667167664,0.7005295157432556,0.8593544363975525,0.7094135284423828
17,0.7431369423866272,0.7035718560218811,0.7786597609519958,0.7154377102851868
18,0.7539464235305786,0.6987830400466919,0.8148770332336426,0.7037376761436462
19,0.7526034116744995,0.7154231071472168,0.8751528263092041,0.6668902039527893
20,0.7448319792747498,0.7167863249778748,0.6978097558021545,0.7436372637748718
21,0.7155603170394897,0.7182173728942871,0.7102017998695374,0.7554512023925781
22,0.6813268661499023,0.7335785627365112,0.754858672618866,0.7236315011978149
23,0.6903541088104248,0.731666624546051,0.7796555161476135,0.7205520272254944
24,0.7001467347145081,0.7370747923851013,0.6636636853218079,0.759265661239624
25,0.6639458537101746,0.7370665073394775,0.9076566100120544,0.670137345790863
26,0.6573985815048218,0.7433575987815857,0.673231303691864,0.7544570565223694
27,0.6341367363929749,0.7521342635154724,0.7704501152038574,0.7268067598342896
28,0.607471764087677,0.7634386420249939,0.9333223700523376,0.6802571415901184
29,0.6194810271263123,0.7668606042861938,0.878409743309021,0.679542601108551
