,loss,f1_metric,accuracy,val_loss,val_f1_metric,val_accuracy
0,1.1837904453277588,0.6155043840408325,0.616216242313385,0.8339986801147461,0.7017144560813904,0.7045190930366516
1,0.8107225894927979,0.7019084692001343,0.7034748792648315,0.6085910201072693,0.7695274353027344,0.7659327983856201
2,0.7447542548179626,0.7159218788146973,0.7189189195632935,0.6068644523620605,0.7764022350311279,0.7798377871513367
3,0.709342896938324,0.732380211353302,0.7347490191459656,0.5371065139770508,0.7976427674293518,0.7960602641105652
4,0.6811090707778931,0.7482805848121643,0.7455598711967468,0.5632973313331604,0.8008100986480713,0.8018540143966675
5,0.6262019276618958,0.7615057229995728,0.7656370401382446,0.5150492787361145,0.8020139932632446,0.8122827410697937
6,0.617449939250946,0.7576999068260193,0.7575289607048035,0.546270489692688,0.7860435247421265,0.7867902517318726
7,0.5936731696128845,0.7709532380104065,0.7752895951271057,0.5245278477668762,0.8064371347427368,0.8076477646827698
8,0.6165996193885803,0.7594346404075623,0.7617760896682739,0.5027242302894592,0.7992894649505615,0.8064889907836914
9,0.5906962156295776,0.7791854739189148,0.7833976745605469,0.48404189944267273,0.8030181527137756,0.8122827410697937
10,0.5756039619445801,0.789202868938446,0.7880308628082275,0.49390390515327454,0.8044434189796448,0.8146002292633057
11,0.5826455354690552,0.7853187322616577,0.7884169816970825,0.594992995262146,0.7967371344566345,0.8018540143966675
12,0.5847741365432739,0.7763549089431763,0.7791506052017212,0.5530595183372498,0.7999875545501709,0.7983777523040771
